"parentHeight" "childHeight" "parentGender" "childGender"
64.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
65.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
66.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
67.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
68.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
69.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
70.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
71.5 70.5 "Father" "Son"
72.5 70.5 "Father" "Son"
72.5 70.5 "Father" "Son"
72.5 70.5 "Father" "Son"
72.5 70.5 "Father" "Son"
72.5 70.5 "Father" "Son"
73.5 70.5 "Father" "Son"
74.5 70.5 "Father" "Son"
64.5 71.5 "Father" "Son"
64.5 71.5 "Father" "Son"
64.5 71.5 "Father" "Son"
65.5 71.5 "Father" "Son"
66.5 71.5 "Father" "Son"
66.5 71.5 "Father" "Son"
66.5 71.5 "Father" "Son"
66.5 71.5 "Father" "Son"
66.5 71.5 "Father" "Son"
66.5 71.5 "Father" "Son"
66.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
67.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
68.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
69.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
70.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
71.5 71.5 "Father" "Son"
72.5 71.5 "Father" "Son"
72.5 71.5 "Father" "Son"
72.5 71.5 "Father" "Son"
73.5 71.5 "Father" "Son"
64.5 72.5 "Father" "Son"
65.5 72.5 "Father" "Son"
66.5 72.5 "Father" "Son"
66.5 72.5 "Father" "Son"
67.5 72.5 "Father" "Son"
67.5 72.5 "Father" "Son"
67.5 72.5 "Father" "Son"
67.5 72.5 "Father" "Son"
67.5 72.5 "Father" "Son"
67.5 72.5 "Father" "Son"
67.5 72.5 "Father" "Son"
68.5 72.5 "Father" "Son"
68.5 72.5 "Father" "Son"
68.5 72.5 "Father" "Son"
68.5 72.5 "Father" "Son"
68.5 72.5 "Father" "Son"
68.5 72.5 "Father" "Son"
68.5 72.5 "Father" "Son"
69.5 72.5 "Father" "Son"
69.5 72.5 "Father" "Son"
69.5 72.5 "Father" "Son"
69.5 72.5 "Father" "Son"
69.5 72.5 "Father" "Son"
69.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
70.5 72.5 "Father" "Son"
71.5 72.5 "Father" "Son"
71.5 72.5 "Father" "Son"
71.5 72.5 "Father" "Son"
71.5 72.5 "Father" "Son"
71.5 72.5 "Father" "Son"
71.5 72.5 "Father" "Son"
72.5 72.5 "Father" "Son"
72.5 72.5 "Father" "Son"
72.5 72.5 "Father" "Son"
73.5 72.5 "Father" "Son"
74.5 72.5 "Father" "Son"
62.5 73.5 "Father" "Son"
64.5 73.5 "Father" "Son"
65.5 73.5 "Father" "Son"
65.5 73.5 "Father" "Son"
67.5 73.5 "Father" "Son"
67.5 73.5 "Father" "Son"
67.5 73.5 "Father" "Son"
67.5 73.5 "Father" "Son"
67.5 73.5 "Father" "Son"
68.5 73.5 "Father" "Son"
68.5 73.5 "Father" "Son"
69.5 73.5 "Father" "Son"
69.5 73.5 "Father" "Son"
69.5 73.5 "Father" "Son"
70.5 73.5 "Father" "Son"
70.5 73.5 "Father" "Son"
70.5 73.5 "Father" "Son"
70.5 73.5 "Father" "Son"
70.5 73.5 "Father" "Son"
70.5 73.5 "Father" "Son"
71.5 73.5 "Father" "Son"
71.5 73.5 "Father" "Son"
71.5 73.5 "Father" "Son"
72.5 73.5 "Father" "Son"
72.5 73.5 "Father" "Son"
72.5 73.5 "Father" "Son"
74.5 73.5 "Father" "Son"
74.5 73.5 "Father" "Son"
67.5 74.5 "Father" "Son"
68.5 74.5 "Father" "Son"
68.5 74.5 "Father" "Son"
70.5 74.5 "Father" "Son"
70.5 74.5 "Father" "Son"
71.5 74.5 "Father" "Son"
72.5 74.5 "Father" "Son"
72.5 74.5 "Father" "Son"
67.5 75.5 "Father" "Son"
70.5 75.5 "Father" "Son"
71.5 75.5 "Father" "Son"
72.5 75.5 "Father" "Son"
67.5 76.5 "Father" "Son"
69.5 76.5 "Father" "Son"
72.5 76.5 "Father" "Son"
68.5 77.5 "Father" "Son"
69.5 77.5 "Father" "Son"
72.5 77.5 "Father" "Son"
59.5 55.5 "Mother" "Daughter"
58.5 56.5 "Mother" "Daughter"
60.5 56.5 "Mother" "Daughter"
61.5 56.5 "Mother" "Daughter"
55.5 57.5 "Mother" "Daughter"
55.5 57.5 "Mother" "Daughter"
56.5 57.5 "Mother" "Daughter"
57.5 57.5 "Mother" "Daughter"
57.5 57.5 "Mother" "Daughter"
58.5 57.5 "Mother" "Daughter"
59.5 57.5 "Mother" "Daughter"
59.5 57.5 "Mother" "Daughter"
60.5 57.5 "Mother" "Daughter"
60.5 57.5 "Mother" "Daughter"
60.5 57.5 "Mother" "Daughter"
61.5 57.5 "Mother" "Daughter"
62.5 57.5 "Mother" "Daughter"
63.5 57.5 "Mother" "Daughter"
64.5 57.5 "Mother" "Daughter"
55.5 58.5 "Mother" "Daughter"
56.5 58.5 "Mother" "Daughter"
56.5 58.5 "Mother" "Daughter"
57.5 58.5 "Mother" "Daughter"
58.5 58.5 "Mother" "Daughter"
58.5 58.5 "Mother" "Daughter"
59.5 58.5 "Mother" "Daughter"
59.5 58.5 "Mother" "Daughter"
59.5 58.5 "Mother" "Daughter"
59.5 58.5 "Mother" "Daughter"
59.5 58.5 "Mother" "Daughter"
60.5 58.5 "Mother" "Daughter"
60.5 58.5 "Mother" "Daughter"
66.5 58.5 "Mother" "Daughter"
57.5 59.5 "Mother" "Daughter"
57.5 59.5 "Mother" "Daughter"
57.5 59.5 "Mother" "Daughter"
58.5 59.5 "Mother" "Daughter"
58.5 59.5 "Mother" "Daughter"
58.5 59.5 "Mother" "Daughter"
58.5 59.5 "Mother" "Daughter"
58.5 59.5 "Mother" "Daughter"
58.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
59.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
60.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
61.5 59.5 "Mother" "Daughter"
62.5 59.5 "Mother" "Daughter"
62.5 59.5 "Mother" "Daughter"
62.5 59.5 "Mother" "Daughter"
63.5 59.5 "Mother" "Daughter"
64.5 59.5 "Mother" "Daughter"
66.5 59.5 "Mother" "Daughter"
56.5 60.5 "Mother" "Daughter"
56.5 60.5 "Mother" "Daughter"
56.5 60.5 "Mother" "Daughter"
57.5 60.5 "Mother" "Daughter"
57.5 60.5 "Mother" "Daughter"
57.5 60.5 "Mother" "Daughter"
57.5 60.5 "Mother" "Daughter"
57.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
58.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
59.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
60.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
61.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
62.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
63.5 60.5 "Mother" "Daughter"
64.5 60.5 "Mother" "Daughter"
64.5 60.5 "Mother" "Daughter"
64.5 60.5 "Mother" "Daughter"
65.5 60.5 "Mother" "Daughter"
65.5 60.5 "Mother" "Daughter"
66.5 60.5 "Mother" "Daughter"
66.5 60.5 "Mother" "Daughter"
68.5 60.5 "Mother" "Daughter"
56.5 61.5 "Mother" "Daughter"
57.5 61.5 "Mother" "Daughter"
57.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
58.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
59.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
60.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
61.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
62.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
63.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
64.5 61.5 "Mother" "Daughter"
65.5 61.5 "Mother" "Daughter"
65.5 61.5 "Mother" "Daughter"
65.5 61.5 "Mother" "Daughter"
65.5 61.5 "Mother" "Daughter"
65.5 61.5 "Mother" "Daughter"
65.5 61.5 "Mother" "Daughter"
66.5 61.5 "Mother" "Daughter"
66.5 61.5 "Mother" "Daughter"
66.5 61.5 "Mother" "Daughter"
57.5 62.5 "Mother" "Daughter"
57.5 62.5 "Mother" "Daughter"
57.5 62.5 "Mother" "Daughter"
57.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
58.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
59.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
60.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
61.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
62.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
63.5 62.5 "Mother" "Daughter"
